geo,name,time,Life expectancy 
africa,Africa,1885,32.1451949
africa,Africa,1886,32.21389292
africa,Africa,1887,32.25426243
africa,Africa,1888,30.50360061
africa,Africa,1889,28.84654949
africa,Africa,1890,28.77244051
africa,Africa,1891,29.42841908
africa,Africa,1892,30.31947134
africa,Africa,1893,32.5842402
africa,Africa,1894,32.67355136
africa,Africa,1895,32.68239449
africa,Africa,1896,32.61764468
africa,Africa,1897,32.80732956
africa,Africa,1898,32.85002626
africa,Africa,1899,32.89019227
africa,Africa,1900,32.9394442
africa,Africa,1901,32.98526593
africa,Africa,1902,33.05381719
africa,Africa,1903,33.1237586
africa,Africa,1904,33.02369083
africa,Africa,1905,33.17878895
africa,Africa,1906,33.25938138
africa,Africa,1907,33.33379562
africa,Africa,1908,33.3806002
africa,Africa,1909,33.58678233
africa,Africa,1910,33.72592461
africa,Africa,1911,33.77836859
africa,Africa,1912,33.88551566
africa,Africa,1913,33.8586498
africa,Africa,1914,33.90584559
africa,Africa,1915,33.93914036
africa,Africa,1916,33.94565707
africa,Africa,1917,33.98557619
africa,Africa,1918,15.75176594
africa,Africa,1919,34.12130329
africa,Africa,1920,34.20053312
africa,Africa,1921,34.20456023
africa,Africa,1922,34.22895977
africa,Africa,1923,34.4652476
africa,Africa,1924,34.52471687
africa,Africa,1925,34.56654646
africa,Africa,1926,34.55770897
africa,Africa,1927,34.45244133
africa,Africa,1928,34.45027232
africa,Africa,1929,34.51608373
africa,Africa,1930,35.19909967
africa,Africa,1931,34.96410295
africa,Africa,1932,35.03158779
africa,Africa,1933,35.34551153
africa,Africa,1934,35.38422111
africa,Africa,1935,35.50307387
africa,Africa,1936,35.0307994
africa,Africa,1937,36.0245974
africa,Africa,1938,36.16108442
africa,Africa,1939,36.52160127
africa,Africa,1940,36.44026014
africa,Africa,1941,36.82638621
africa,Africa,1942,36.74940786
africa,Africa,1943,36.77305244
africa,Africa,1944,37.48957616
africa,Africa,1945,37.97575447
africa,Africa,1946,39.38364176
africa,Africa,1947,40.7108477
africa,Africa,1948,41.84245444
africa,Africa,1949,42.98182412
africa,Africa,1950,44.25333219
africa,Africa,1951,44.50038297
africa,Africa,1952,44.89319407
africa,Africa,1953,45.15246067
africa,Africa,1954,45.25073514
africa,Africa,1955,45.46212238
africa,Africa,1956,45.78029301
africa,Africa,1957,46.00154188
africa,Africa,1958,46.24858539
africa,Africa,1959,46.65603621
africa,Africa,1960,46.54353815
africa,Africa,1961,46.85053818
africa,Africa,1962,47.50194163
africa,Africa,1963,48.03737277
africa,Africa,1964,48.37253262
africa,Africa,1965,48.75505205
africa,Africa,1966,48.98229383
africa,Africa,1967,49.1619759
africa,Africa,1968,49.35327296
africa,Africa,1969,49.65263603
africa,Africa,1970,50.17096014
africa,Africa,1971,50.62485258
africa,Africa,1972,50.75113992
africa,Africa,1973,51.42210885
africa,Africa,1974,51.88079553
africa,Africa,1975,52.26481923
africa,Africa,1976,52.63643156
africa,Africa,1977,53.0957341
africa,Africa,1978,53.49323996
africa,Africa,1979,54.00717574
africa,Africa,1980,54.36119853
africa,Africa,1981,54.61777546
africa,Africa,1982,54.97923615
africa,Africa,1983,54.97940051
africa,Africa,1984,55.14598055
africa,Africa,1985,55.73562417
africa,Africa,1986,56.12781051
africa,Africa,1987,56.35553085
africa,Africa,1988,56.69364687
africa,Africa,1989,56.78538266
africa,Africa,1990,56.83492591
africa,Africa,1991,56.93425885
africa,Africa,1992,56.93827918
africa,Africa,1993,56.87890805
africa,Africa,1994,56.39960591
africa,Africa,1995,56.72411881
africa,Africa,1996,56.55756566
africa,Africa,1997,56.48212501
africa,Africa,1998,56.47833902
africa,Africa,1999,56.54444305
africa,Africa,2000,56.70873636
africa,Africa,2001,57.03499284
africa,Africa,2002,57.26463173
africa,Africa,2003,57.54254986
africa,Africa,2004,57.98669497
africa,Africa,2005,58.57901323
africa,Africa,2006,59.18555649
africa,Africa,2007,59.87347778
africa,Africa,2008,60.53329689
africa,Africa,2009,61.12401379
africa,Africa,2010,61.7429081
africa,Africa,2011,62.30699894
africa,Africa,2012,62.91429685
africa,Africa,2013,63.45526067
africa,Africa,2014,63.89441662
africa,Africa,2015,64.35407398
africa,Africa,2016,64.84121251
africa,Africa,2017,65.33085397
africa,Africa,2018,65.84448961
africa,Africa,2019,66.29697863
africa,Africa,2020,65.8292984
africa,Africa,2021,65.27594447
africa,Africa,2022,65.80366047
africa,Africa,2023,66.635186
africa,Africa,2024,67.37394525
africa,Africa,2025,67.59073734
africa,Africa,2026,67.79281195
africa,Africa,2027,67.99079364
africa,Africa,2028,68.18684359
africa,Africa,2029,68.38271105
africa,Africa,2030,68.57519868
africa,Africa,2031,68.76278341
africa,Africa,2032,68.94898958
africa,Africa,2033,69.13458797
africa,Africa,2034,69.31713474
africa,Africa,2035,69.49802701
africa,Africa,2036,69.67690482
africa,Africa,2037,69.85228126
africa,Africa,2038,70.02756125
africa,Africa,2039,70.20132153
africa,Africa,2040,70.37246977
africa,Africa,2041,70.5448529
africa,Africa,2042,70.71357061
africa,Africa,2043,70.88132186
africa,Africa,2044,71.04571844
africa,Africa,2045,71.20990104
africa,Africa,2046,71.37385488
africa,Africa,2047,71.5376161
africa,Africa,2048,71.6989148
africa,Africa,2049,71.85699174
africa,Africa,2050,72.01664654
africa,Africa,2051,72.17067703
africa,Africa,2052,72.32759669
africa,Africa,2053,72.48342246
africa,Africa,2054,72.6365127
africa,Africa,2055,72.7898475
africa,Africa,2056,72.94189889
africa,Africa,2057,73.09428116
africa,Africa,2058,73.24704134
africa,Africa,2059,73.39432149
africa,Africa,2060,73.54546702
africa,Africa,2061,73.69431896
africa,Africa,2062,73.84274345
africa,Africa,2063,73.98961109
africa,Africa,2064,74.13471603
africa,Africa,2065,74.28258201
africa,Africa,2066,74.42845419
africa,Africa,2067,74.57215769
africa,Africa,2068,74.71506623
africa,Africa,2069,74.85756181
africa,Africa,2070,74.99861748
africa,Africa,2071,75.14250389
africa,Africa,2072,75.28136189
africa,Africa,2073,75.42488105
africa,Africa,2074,75.56643403
africa,Africa,2075,75.70581062
africa,Africa,2076,75.84548523
africa,Africa,2077,75.98344084
africa,Africa,2078,76.12428273
africa,Africa,2079,76.26307452
africa,Africa,2080,76.40182391
africa,Africa,2081,76.54243262
africa,Africa,2082,76.6786235
africa,Africa,2083,76.81977588
africa,Africa,2084,76.95938151
africa,Africa,2085,77.09889718
africa,Africa,2086,77.23659483
africa,Africa,2087,77.37239266
africa,Africa,2088,77.50853076
africa,Africa,2089,77.64659695
africa,Africa,2090,77.78433239
africa,Africa,2091,77.9215331
africa,Africa,2092,78.0566497
africa,Africa,2093,78.1942943
africa,Africa,2094,78.33250926
africa,Africa,2095,78.46969734
africa,Africa,2096,78.60506512
africa,Africa,2097,78.73951358
africa,Africa,2098,78.87822601
africa,Africa,2099,79.01552558
africa,Africa,2100,79.15139955
asia,Asia,1800,29.56399625
asia,Asia,1801,29.56793108
asia,Asia,1802,29.44048883
asia,Asia,1803,29.1463657
asia,Asia,1804,29.00197707
asia,Asia,1805,29.58395525
asia,Asia,1806,29.58802978
asia,Asia,1807,29.59213066
asia,Asia,1808,29.59625741
asia,Asia,1809,29.60040961
asia,Asia,1810,29.60829639
asia,Asia,1811,29.61610835
asia,Asia,1812,28.86172546
asia,Asia,1813,29.63550332
asia,Asia,1814,29.64542717
asia,Asia,1815,29.65523768
asia,Asia,1816,29.66493455
asia,Asia,1817,29.67451755
asia,Asia,1818,29.68398655
asia,Asia,1819,29.6923647
asia,Asia,1820,29.69970179
asia,Asia,1821,29.70729139
asia,Asia,1822,29.71393279
asia,Asia,1823,29.71685332
asia,Asia,1824,29.71978338
asia,Asia,1825,29.72263549
asia,Asia,1826,29.72553999
asia,Asia,1827,29.72845235
asia,Asia,1828,29.73137259
asia,Asia,1829,29.73277697
asia,Asia,1830,29.73267912
asia,Asia,1831,29.73108657
asia,Asia,1832,29.04395432
asia,Asia,1833,28.75733298
asia,Asia,1834,29.71882961
asia,Asia,1835,29.71424858
asia,Asia,1836,29.70967021
asia,Asia,1837,29.38271114
asia,Asia,1838,29.26467046
asia,Asia,1839,29.69618446
asia,Asia,1840,29.69128624
asia,Asia,1841,29.6862274
asia,Asia,1842,29.68100828
asia,Asia,1843,29.67562907
asia,Asia,1844,29.67025594
asia,Asia,1845,29.66488932
asia,Asia,1846,29.65952945
asia,Asia,1847,29.65417678
asia,Asia,1848,29.64883168
asia,Asia,1849,29.64170654
asia,Asia,1850,29.63281615
asia,Asia,1851,29.17998845
asia,Asia,1852,28.72847032
asia,Asia,1853,28.27966764
asia,Asia,1854,27.83503979
asia,Asia,1855,27.39466285
asia,Asia,1856,26.9586133
asia,Asia,1857,27.36779623
asia,Asia,1858,27.77866176
asia,Asia,1859,28.18160533
asia,Asia,1860,27.81660089
asia,Asia,1861,27.89395344
asia,Asia,1862,29.38069728
asia,Asia,1863,29.77550409
asia,Asia,1864,30.08661509
asia,Asia,1865,30.12137333
asia,Asia,1866,28.85937567
asia,Asia,1867,30.29970947
asia,Asia,1868,30.36451999
asia,Asia,1869,29.13500126
asia,Asia,1870,30.57959772
asia,Asia,1871,30.65890795
asia,Asia,1872,30.72230533
asia,Asia,1873,30.78776988
asia,Asia,1874,30.85493411
asia,Asia,1875,30.80808232
asia,Asia,1876,27.99079495
asia,Asia,1877,26.76587308
asia,Asia,1878,26.06148386
asia,Asia,1879,29.50891522
asia,Asia,1880,31.2409632
asia,Asia,1881,31.30099767
asia,Asia,1882,31.31979787
asia,Asia,1883,31.34036867
asia,Asia,1884,31.35732285
asia,Asia,1885,31.37405393
asia,Asia,1886,31.39098579
asia,Asia,1887,31.40283061
asia,Asia,1888,31.34176708
asia,Asia,1889,31.35182139
asia,Asia,1890,31.43319974
asia,Asia,1891,30.99213353
asia,Asia,1892,30.87897217
asia,Asia,1893,31.51860552
asia,Asia,1894,31.55180869
asia,Asia,1895,31.58513347
asia,Asia,1896,31.17892304
asia,Asia,1897,30.21858404
asia,Asia,1898,32.40777711
asia,Asia,1899,31.64325375
asia,Asia,1900,29.95093719
asia,Asia,1901,31.67192717
asia,Asia,1902,31.79554735
asia,Asia,1903,31.85943781
asia,Asia,1904,31.48415631
asia,Asia,1905,31.4979685
asia,Asia,1906,31.52843314
asia,Asia,1907,30.649874
asia,Asia,1908,32.20392584
asia,Asia,1909,32.27993339
asia,Asia,1910,32.38184842
asia,Asia,1911,32.47910226
asia,Asia,1912,32.66238766
asia,Asia,1913,32.82472458
asia,Asia,1914,32.98085446
asia,Asia,1915,33.18312472
asia,Asia,1916,33.35220832
asia,Asia,1917,33.50171111
asia,Asia,1918,19.99104382
asia,Asia,1919,33.70424404
asia,Asia,1920,33.8258969
asia,Asia,1921,34.00676882
asia,Asia,1922,34.28740597
asia,Asia,1923,34.6376192
asia,Asia,1924,34.95806917
asia,Asia,1925,35.2186331
asia,Asia,1926,35.70400381
asia,Asia,1927,32.59376003
asia,Asia,1928,36.66037479
asia,Asia,1929,35.30895482
asia,Asia,1930,37.61038539
asia,Asia,1931,38.01379909
asia,Asia,1932,38.40972017
asia,Asia,1933,38.8383035
asia,Asia,1934,39.6358508
asia,Asia,1935,40.07507417
asia,Asia,1936,40.67567137
asia,Asia,1937,39.90167314
asia,Asia,1938,40.14100794
asia,Asia,1939,40.57502602
asia,Asia,1940,40.91200566
asia,Asia,1941,40.773998
asia,Asia,1942,39.25305852
asia,Asia,1943,37.04838305
asia,Asia,1944,39.83046577
asia,Asia,1945,40.80838519
asia,Asia,1946,43.85454697
asia,Asia,1947,43.55965461
asia,Asia,1948,45.97420566
asia,Asia,1949,46.98928769
asia,Asia,1950,48.08379474
asia,Asia,1951,48.79331607
asia,Asia,1952,49.6814598
asia,Asia,1953,50.26668609
asia,Asia,1954,50.78595845
asia,Asia,1955,51.37395829
asia,Asia,1956,51.75532578
asia,Asia,1957,52.07488828
asia,Asia,1958,49.84893928
asia,Asia,1959,46.95675503
asia,Asia,1960,41.85824631
asia,Asia,1961,47.26559106
asia,Asia,1962,52.40081273
asia,Asia,1963,54.17109908
asia,Asia,1964,54.68167598
asia,Asia,1965,54.58940135
asia,Asia,1966,55.09351937
asia,Asia,1967,55.47616169
asia,Asia,1968,56.20701935
asia,Asia,1969,56.69040786
asia,Asia,1970,56.95296128
asia,Asia,1971,57.35243729
asia,Asia,1972,58.01583684
asia,Asia,1973,58.586997
asia,Asia,1974,58.92367605
asia,Asia,1975,59.28535193
asia,Asia,1976,59.52654202
asia,Asia,1977,60.20812255
asia,Asia,1978,60.68947497
asia,Asia,1979,61.19639902
asia,Asia,1980,61.61064384
asia,Asia,1981,61.94579209
asia,Asia,1982,62.36031658
asia,Asia,1983,62.73105415
asia,Asia,1984,63.08367886
asia,Asia,1985,63.45537173
asia,Asia,1986,63.86823298
asia,Asia,1987,64.23364317
asia,Asia,1988,64.50582773
asia,Asia,1989,64.86118336
asia,Asia,1990,65.20272415
asia,Asia,1991,65.3943033
asia,Asia,1992,65.74168285
asia,Asia,1993,66.07699966
asia,Asia,1994,66.42721033
asia,Asia,1995,66.68862336
asia,Asia,1996,66.99774906
asia,Asia,1997,67.196937
asia,Asia,1998,67.4444398
asia,Asia,1999,67.73048907
asia,Asia,2000,67.98033729
asia,Asia,2001,68.29330267
asia,Asia,2002,68.61264306
asia,Asia,2003,68.98857119
asia,Asia,2004,69.23095054
asia,Asia,2005,69.59081992
asia,Asia,2006,69.98942193
asia,Asia,2007,70.34345109
asia,Asia,2008,70.48375198
asia,Asia,2009,70.99708159
asia,Asia,2010,71.29631803
asia,Asia,2011,71.59498197
asia,Asia,2012,71.94661588
asia,Asia,2013,72.25967114
asia,Asia,2014,72.60997077
asia,Asia,2015,72.90244392
asia,Asia,2016,73.21766833
asia,Asia,2017,73.48478867
asia,Asia,2018,73.68978527
asia,Asia,2019,73.91367164
asia,Asia,2020,73.48901561
asia,Asia,2021,72.39558719
asia,Asia,2022,72.95987718
asia,Asia,2023,74.65887397
asia,Asia,2024,74.8788946
asia,Asia,2025,75.06047821
asia,Asia,2026,75.23778665
asia,Asia,2027,75.4144642
asia,Asia,2028,75.58576642
asia,Asia,2029,75.75549849
asia,Asia,2030,75.92755231
asia,Asia,2031,76.09534488
asia,Asia,2032,76.26137845
asia,Asia,2033,76.42663319
asia,Asia,2034,76.58859863
asia,Asia,2035,76.74848732
asia,Asia,2036,76.90790614
asia,Asia,2037,77.06583334
asia,Asia,2038,77.22281877
asia,Asia,2039,77.37669465
asia,Asia,2040,77.52960901
asia,Asia,2041,77.68404042
asia,Asia,2042,77.83546326
asia,Asia,2043,77.98429081
asia,Asia,2044,78.13301659
asia,Asia,2045,78.28401332
asia,Asia,2046,78.43340634
asia,Asia,2047,78.57401279
asia,Asia,2048,78.71624867
asia,Asia,2049,78.85941186
asia,Asia,2050,78.99862924
asia,Asia,2051,79.13737128
asia,Asia,2052,79.27597697
asia,Asia,2053,79.41268893
asia,Asia,2054,79.54971776
asia,Asia,2055,79.68397791
asia,Asia,2056,79.81405844
asia,Asia,2057,79.94848029
asia,Asia,2058,80.0802708
asia,Asia,2059,80.21093536
asia,Asia,2060,80.34111808
asia,Asia,2061,80.46896254
asia,Asia,2062,80.5981089
asia,Asia,2063,80.72832083
asia,Asia,2064,80.85436364
asia,Asia,2065,80.98359554
asia,Asia,2066,81.11086209
asia,Asia,2067,81.23784842
asia,Asia,2068,81.36431977
asia,Asia,2069,81.4911566
asia,Asia,2070,81.6169408
asia,Asia,2071,81.74656731
asia,Asia,2072,81.87188591
asia,Asia,2073,81.99838408
asia,Asia,2074,82.12377721
asia,Asia,2075,82.25101158
asia,Asia,2076,82.37658813
asia,Asia,2077,82.5047947
asia,Asia,2078,82.62801758
asia,Asia,2079,82.75150153
asia,Asia,2080,82.87487232
asia,Asia,2081,82.99508901
asia,Asia,2082,83.119445
asia,Asia,2083,83.24392035
asia,Asia,2084,83.36471006
asia,Asia,2085,83.48538431
asia,Asia,2086,83.60816858
asia,Asia,2087,83.72929948
asia,Asia,2088,83.84796023
asia,Asia,2089,83.96943071
asia,Asia,2090,84.08919907
asia,Asia,2091,84.20769536
asia,Asia,2092,84.32730112
asia,Asia,2093,84.44842244
asia,Asia,2094,84.56835611
asia,Asia,2095,84.68935266
asia,Asia,2096,84.80884149
asia,Asia,2097,84.92427913
asia,Asia,2098,85.04332517
asia,Asia,2099,85.16308017
asia,Asia,2100,85.27958334
europe,Europe,1800,34.10830975
europe,Europe,1801,34.4520007
europe,Europe,1802,34.32253416
europe,Europe,1803,33.69992866
europe,Europe,1804,33.77569508
europe,Europe,1805,34.65234322
europe,Europe,1806,34.67544873
europe,Europe,1807,34.41029456
europe,Europe,1808,34.2439271
europe,Europe,1809,34.32614663
europe,Europe,1810,34.70308663
europe,Europe,1811,34.62571866
europe,Europe,1812,34.2044184
europe,Europe,1813,34.23283142
europe,Europe,1814,33.98669549
europe,Europe,1815,35.01325792
europe,Europe,1816,35.47141189
europe,Europe,1817,35.47653971
europe,Europe,1818,35.30774161
europe,Europe,1819,35.16452432
europe,Europe,1820,35.55706246
europe,Europe,1821,35.65666835
europe,Europe,1822,35.4832196
europe,Europe,1823,35.66141717
europe,Europe,1824,35.44542852
europe,Europe,1825,35.44593963
europe,Europe,1826,35.29892306
europe,Europe,1827,35.65692227
europe,Europe,1828,35.41558496
europe,Europe,1829,35.54768827
europe,Europe,1830,35.78148382
europe,Europe,1831,35.53309767
europe,Europe,1832,34.99523576
europe,Europe,1833,35.47751135
europe,Europe,1834,34.97564737
europe,Europe,1835,35.70112449
europe,Europe,1836,35.99621885
europe,Europe,1837,35.50665273
europe,Europe,1838,35.54660295
europe,Europe,1839,35.80604012
europe,Europe,1840,35.69221246
europe,Europe,1841,35.93499846
europe,Europe,1842,35.75826596
europe,Europe,1843,35.92082532
europe,Europe,1844,36.12701316
europe,Europe,1845,36.37674936
europe,Europe,1846,35.14896232
europe,Europe,1847,35.01253027
europe,Europe,1848,33.37501181
europe,Europe,1849,34.18136359
europe,Europe,1850,36.13994453
europe,Europe,1851,36.00219471
europe,Europe,1852,35.81245676
europe,Europe,1853,35.87764014
europe,Europe,1854,34.81164205
europe,Europe,1855,35.01837537
europe,Europe,1856,35.83821511
europe,Europe,1857,35.57714032
europe,Europe,1858,35.51171562
europe,Europe,1859,35.07469927
europe,Europe,1860,36.45686322
europe,Europe,1861,35.98028764
europe,Europe,1862,36.23372903
europe,Europe,1863,35.94403203
europe,Europe,1864,35.91213804
europe,Europe,1865,35.71318444
europe,Europe,1866,35.75427512
europe,Europe,1867,36.25333076
europe,Europe,1868,35.55274789
europe,Europe,1869,35.82256785
europe,Europe,1870,35.76555481
europe,Europe,1871,34.48666547
europe,Europe,1872,35.93283383
europe,Europe,1873,36.67656953
europe,Europe,1874,36.95561167
europe,Europe,1875,36.81758243
europe,Europe,1876,37.29878508
europe,Europe,1877,37.72807448
europe,Europe,1878,36.90829924
europe,Europe,1879,37.64911624
europe,Europe,1880,37.20695286
europe,Europe,1881,38.03759969
europe,Europe,1882,37.08674647
europe,Europe,1883,37.63843506
europe,Europe,1884,38.26416989
europe,Europe,1885,38.29876925
europe,Europe,1886,38.64063912
europe,Europe,1887,38.84327122
europe,Europe,1888,39.11134378
europe,Europe,1889,39.12722057
europe,Europe,1890,38.56966462
europe,Europe,1891,38.11270051
europe,Europe,1892,37.45387671
europe,Europe,1893,38.66631991
europe,Europe,1894,39.45531159
europe,Europe,1895,39.12604026
europe,Europe,1896,40.02401403
europe,Europe,1897,40.76101752
europe,Europe,1898,40.1699111
europe,Europe,1899,40.73483593
europe,Europe,1900,40.55739096
europe,Europe,1901,41.02205802
europe,Europe,1902,41.57444526
europe,Europe,1903,42.23667469
europe,Europe,1904,42.41899002
europe,Europe,1905,42.46886027
europe,Europe,1906,43.0053223
europe,Europe,1907,43.69205271
europe,Europe,1908,43.81542438
europe,Europe,1909,44.10484086
europe,Europe,1910,44.55737405
europe,Europe,1911,44.59165718
europe,Europe,1912,46.04579789
europe,Europe,1913,45.66397528
europe,Europe,1914,43.30446836
europe,Europe,1915,39.96259463
europe,Europe,1916,40.3197084
europe,Europe,1917,39.83048291
europe,Europe,1918,31.69122284
europe,Europe,1919,42.05524565
europe,Europe,1920,42.69212201
europe,Europe,1921,44.75592522
europe,Europe,1922,45.49099484
europe,Europe,1923,48.49289251
europe,Europe,1924,49.31490928
europe,Europe,1925,49.27497359
europe,Europe,1926,50.41217715
europe,Europe,1927,50.52643212
europe,Europe,1928,51.19643025
europe,Europe,1929,50.57124262
europe,Europe,1930,51.42007824
europe,Europe,1931,51.26318324
europe,Europe,1932,50.50693346
europe,Europe,1933,45.86646099
europe,Europe,1934,52.64058522
europe,Europe,1935,53.90355563
europe,Europe,1936,54.41710921
europe,Europe,1937,54.02183969
europe,Europe,1938,54.79539488
europe,Europe,1939,54.85081392
europe,Europe,1940,53.14247575
europe,Europe,1941,46.40235466
europe,Europe,1942,44.21628798
europe,Europe,1943,41.80025919
europe,Europe,1944,41.94231304
europe,Europe,1945,45.81174644
europe,Europe,1946,57.37474666
europe,Europe,1947,56.6251266
europe,Europe,1948,61.58345023
europe,Europe,1949,62.87331706
europe,Europe,1950,64.56273328
europe,Europe,1951,64.62217981
europe,Europe,1952,65.42203448
europe,Europe,1953,65.99457702
europe,Europe,1954,66.46696487
europe,Europe,1955,66.73864647
europe,Europe,1956,67.01678068
europe,Europe,1957,67.1281377
europe,Europe,1958,67.81445806
europe,Europe,1959,67.83589977
europe,Europe,1960,68.4552202
europe,Europe,1961,68.70008449
europe,Europe,1962,68.66535489
europe,Europe,1963,68.9874601
europe,Europe,1964,69.50997718
europe,Europe,1965,69.62643212
europe,Europe,1966,69.82583195
europe,Europe,1967,69.81137986
europe,Europe,1968,69.77569509
europe,Europe,1969,69.63585958
europe,Europe,1970,69.89561395
europe,Europe,1971,70.1038788
europe,Europe,1972,70.3143948
europe,Europe,1973,70.49452779
europe,Europe,1974,70.67548758
europe,Europe,1975,70.64685707
europe,Europe,1976,70.78861849
europe,Europe,1977,70.93741406
europe,Europe,1978,71.05781617
europe,Europe,1979,71.14765813
europe,Europe,1980,71.24564032
europe,Europe,1981,71.51040273
europe,Europe,1982,71.80255437
europe,Europe,1983,71.84712863
europe,Europe,1984,71.89616144
europe,Europe,1985,72.18575534
europe,Europe,1986,72.79336061
europe,Europe,1987,72.91869879
europe,Europe,1988,72.97540049
europe,Europe,1989,73.03637316
europe,Europe,1990,73.0515343
europe,Europe,1991,73.04949791
europe,Europe,1992,72.8982327
europe,Europe,1993,72.50563903
europe,Europe,1994,72.35992521
europe,Europe,1995,72.56604999
europe,Europe,1996,73.09167735
europe,Europe,1997,73.56297168
europe,Europe,1998,73.89159728
europe,Europe,1999,73.79773527
europe,Europe,2000,74.0987098
europe,Europe,2001,74.31142575
europe,Europe,2002,74.41833315
europe,Europe,2003,74.57274837
europe,Europe,2004,74.95618943
europe,Europe,2005,75.08702438
europe,Europe,2006,75.6092894
europe,Europe,2007,75.94055295
europe,Europe,2008,76.15270191
europe,Europe,2009,76.56304043
europe,Europe,2010,76.82653544
europe,Europe,2011,77.24857246
europe,Europe,2012,77.48322745
europe,Europe,2013,77.73021585
europe,Europe,2014,77.88075578
europe,Europe,2015,78.04245338
europe,Europe,2016,78.28275799
europe,Europe,2017,78.59172227
europe,Europe,2018,78.65605891
europe,Europe,2019,78.7127258
europe,Europe,2020,77.34112645
europe,Europe,2021,76.97205688
europe,Europe,2022,77.7553368
europe,Europe,2023,79.19634831
europe,Europe,2024,79.57572492
europe,Europe,2025,79.73144545
europe,Europe,2026,79.88804892
europe,Europe,2027,80.04715915
europe,Europe,2028,80.20509131
europe,Europe,2029,80.36453881
europe,Europe,2030,80.51941427
europe,Europe,2031,80.67668212
europe,Europe,2032,80.82943715
europe,Europe,2033,80.98644714
europe,Europe,2034,81.13831147
europe,Europe,2035,81.29014163
europe,Europe,2036,81.44248218
europe,Europe,2037,81.59357195
europe,Europe,2038,81.74201988
europe,Europe,2039,81.8911793
europe,Europe,2040,82.03866029
europe,Europe,2041,82.1851398
europe,Europe,2042,82.33054878
europe,Europe,2043,82.47581621
europe,Europe,2044,82.62084202
europe,Europe,2045,82.76523817
europe,Europe,2046,82.90568982
europe,Europe,2047,83.04974244
europe,Europe,2048,83.18916701
europe,Europe,2049,83.32952842
europe,Europe,2050,83.46873232
europe,Europe,2051,83.60906174
europe,Europe,2052,83.74370663
europe,Europe,2053,83.88015476
europe,Europe,2054,84.01771511
europe,Europe,2055,84.15239447
europe,Europe,2056,84.28730436
europe,Europe,2057,84.42207748
europe,Europe,2058,84.55542786
europe,Europe,2059,84.69030284
europe,Europe,2060,84.822486
europe,Europe,2061,84.95245416
europe,Europe,2062,85.08243511
europe,Europe,2063,85.21339429
europe,Europe,2064,85.34550168
europe,Europe,2065,85.47526581
europe,Europe,2066,85.60204349
europe,Europe,2067,85.73126031
europe,Europe,2068,85.85882917
europe,Europe,2069,85.98585461
europe,Europe,2070,86.11195183
